Season,Name,Tm,IP,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
2019,"Xavier Cedeno","CHC",2,13,0,4,2,0,0,0,0,3,1,0,1,0.4,0.538461538,0.6,0.462760994831721,36
2019,"CC Sabathia","NYY",107.1,468,4.9472,112,23,0,64,59,27,39,0,3,107,0.265402843,0.331182795,0.511848341,0.3512807209004638,404
2019,"Fernando Rodney","2 Tms",47.2,210,5.6643,49,8,0,31,30,5,28,1,0,49,0.269230769,0.366666666,0.395604395,0.33193687730999083,494
2019,"Marco Estrada","OAK",23.2,106,6.8451,23,3,2,19,18,7,8,0,3,11,0.242105263,0.320754716,0.536842105,0.3540609422719704,1118
2019,"Tommy Hunter","PHI",5.1,18,0,2,0,0,0,0,0,0,0,0,5,0.111111111,0.111111111,0.111111111,0.09662302997377184,1157
2019,"Adam Ottavino","NYY",66.1,283,1.8995,47,9,1,17,14,5,40,3,2,88,0.198312236,0.315602836,0.308016877,0.2759262895925925,1247
2019,"Jon Edwards","CLE",8,36,2.25,5,2,0,2,2,2,6,0,2,5,0.178571428,0.361111111,0.464285714,0.3545057425896327,1483
2019,"Oliver Perez","CLE",40.2,173,3.9836,38,14,0,20,18,5,12,2,3,48,0.242038216,0.306358381,0.426751592,0.3059304687711928,1514
2019,"Sean Doolittle","WSN",60,260,4.05,63,10,3,27,27,11,15,2,2,66,0.260330578,0.308880308,0.462809917,0.3206829929630116,1581
2019,"Edwin Jackson","2 Tms",67.2,336,9.5764,105,25,3,81,72,23,32,0,3,52,0.351170568,0.416666666,0.685618729,0.44886561252531554,1841
2019,"Matt Moore","DET",10,33,0,3,0,0,0,0,0,1,0,0,9,0.09375,0.121212121,0.09375,0.0999732216199239,1890
2019,"Zack Greinke","2 Tms",208.2,810,2.9329,175,37,2,73,68,21,30,2,4,187,0.228161668,0.259627329,0.363754889,0.26278307584867083,1943
2019,"Ivan Nova","CHW",187,806,4.7166,225,44,0,107,98,30,47,1,9,114,0.302826379,0.349937733,0.483176312,0.3506938849304085,1994
2019,"Clayton Kershaw","LAD",178.1,706,3.028,145,23,3,63,60,28,41,0,2,189,0.221712538,0.269340974,0.394495412,0.2804471367922075,2036
2019,"Adam Wainwright","STL",171.2,745,4.1942,181,38,3,83,80,22,64,7,8,153,0.273413897,0.342354533,0.439577039,0.32951400514508855,2233
2019,"Hector Rondon","HOU",60.2,257,3.7088,56,14,1,25,25,10,20,0,4,48,0.242424242,0.3125,0.441558441,0.3187431807164103,2391
2019,"Corey Kluber","CLE",35.2,168,5.8037,44,11,0,26,23,4,15,0,3,38,0.297297297,0.371257485,0.452702702,0.35252770478140094,2429
2019,"Lance Lynn","TEX",208.1,875,3.672,195,42,6,89,85,21,59,0,8,246,0.243445692,0.299771167,0.389513108,0.2941142630249739,2520
2019,"Jhoulys Chacin","2 Tms",103.1,470,6.0097,115,20,2,73,69,25,46,1,5,101,0.279805352,0.356223175,0.520681265,0.36488676083985194,2608
2019,"Rick Porcello","BOS",174.1,768,5.5239,198,43,5,114,107,31,45,2,6,143,0.278089887,0.32591623,0.483146067,0.33801637898905695,2717
2019,"Ross Detwiler","CHW",69.2,315,6.5885,86,13,1,54,51,20,27,3,3,46,0.304964539,0.370607028,0.570921985,0.38735698634578336,2859
2019,"Luis Avilan","NYM",32,141,5.0625,33,5,0,18,18,5,14,0,3,30,0.266129032,0.354609929,0.427419354,0.3376151737591899,2882
2019,"Kenley Jansen","LAD",63,263,3.7143,51,12,1,28,26,9,16,0,4,80,0.2125,0.269961977,0.383333333,0.27652090198640134,3096
2019,"Tony Watson","SFG",54,231,4.1667,56,6,2,26,25,9,12,1,5,41,0.264150943,0.318777292,0.438679245,0.31981510342213143,3132
2019,"Max Scherzer","WSN",172.1,693,2.9246,144,43,0,59,56,18,33,2,7,243,0.221538461,0.265895953,0.37076923,0.26933225306911746,3137
2019,"Tim Collins","CHC",8.2,38,3.1154,9,3,0,3,3,1,3,0,0,4,0.264705882,0.315789473,0.44117647,0.3160118037148526,3164
2019,"David Price","BOS",107.1,458,4.2764,109,28,2,57,51,15,32,0,3,128,0.258293838,0.31441048,0.440758293,0.31903844303959844,3184
2019,"Will Harris","HOU",60,229,1.5,42,3,0,14,10,6,14,0,0,62,0.196261682,0.245614035,0.294392523,0.2352998776916872,3192
2019,"Ervin Santana","CHW",13.1,64,9.45,19,7,1,14,14,6,6,0,0,5,0.339285714,0.390625,0.821428571,0.47144819889217615,3200
2019,"Francisco Liriano","PIT",70,301,3.4714,60,15,0,32,27,8,35,1,3,63,0.231660231,0.327759197,0.382239382,0.30727980400891913,3201
2019,"T.J. McFarland","ARI",56,250,4.8214,71,13,2,35,30,6,20,5,1,35,0.315555555,0.370967741,0.471111111,0.35006534538151307,3237
2019,"Zack Britton","NYY",61.1,245,1.9076,38,6,0,13,13,3,32,1,1,53,0.181818181,0.290983606,0.253588516,0.24878827093069444,3240
2019,"Jeff Samardzija","SFG",181.1,740,3.5239,152,24,9,78,71,28,49,4,6,140,0.22451994,0.28125,0.410635155,0.2893181693195645,3254
2019,"Joe Smith","HOU",25,96,1.8,19,4,0,6,5,2,5,0,0,22,0.208791208,0.25,0.318681318,0.24481349997222424,3281
2019,"Anibal Sanchez","WSN",166,712,3.8494,153,38,3,77,71,22,58,10,4,134,0.236476043,0.302390998,0.406491499,0.2963847845325116,3284
2019,"Hector Noesi","MIA",27.2,124,8.4578,30,6,3,26,26,7,14,0,1,24,0.280373831,0.365853658,0.588785046,0.39041971433453443,3292
2019,"Charlie Culberson","ATL",2,10,0,2,1,0,0,0,0,2,0,0,1,0.25,0.4,0.375,0.34668604731559755,3298
2019,"Darren O'Day","ATL",5.1,21,1.6875,3,3,0,1,1,0,1,0,1,6,0.157894736,0.238095238,0.315789473,0.24092871518362136,3321
2019,"Jeff Mathis","TEX",2,9,9,3,0,0,2,2,1,0,0,0,1,0.333333333,0.333333333,0.666666666,0.4087500704659356,3448
2019,"Danny Duffy","KCR",130.2,555,4.3393,125,28,1,69,63,21,46,0,8,115,0.251004016,0.322522522,0.437751004,0.3226192625793251,3542
2019,"Clay Buchholz","TOR",59,254,6.5593,72,22,0,44,43,13,16,1,1,39,0.306382978,0.351778656,0.565957446,0.37789557140970986,3543
2019,"Liam Hendriks","OAK",85,332,1.8,61,16,1,18,17,5,21,5,2,124,0.200657894,0.254545454,0.309210526,0.23720353988500742,3548
2019,"Clayton Richard","TOR",45.1,201,5.9559,53,11,1,33,30,9,18,0,4,22,0.297752808,0.373134328,0.52247191,0.37561066589545256,3551
2019,"Tony Barnette","CHC",1.1,5,6.7502,2,0,0,1,1,1,0,0,0,0,0.4,0.4,1,0.5618286728858948,3555
2019,"Brian Schlitter","OAK",9.2,41,3.7241,12,3,0,4,4,0,4,0,0,6,0.324324324,0.390243902,0.405405405,0.3472594153590319,3599
2019,"Zach Duke","CIN",23.1,106,5.0143,21,5,0,13,13,4,18,1,2,18,0.25,0.39047619,0.452380952,0.36009799058620745,3840
2019,"Matt Magill","2 Tms",50.2,229,4.0855,51,15,1,31,23,7,20,3,2,64,0.251231527,0.321585903,0.438423645,0.31642041515026775,3950
2019,"David Carpenter","TEX",3.1,19,5.4001,4,2,0,4,2,0,4,0,0,2,0.266666666,0.421052631,0.4,0.36493268138483953,3959
2019,"Edinson Volquez","TEX",16,75,6.75,20,3,0,12,12,3,12,0,0,10,0.317460317,0.426666666,0.507936507,0.3990218226114909,3990
2019,"Allen Webster","CHC",11,52,4.9091,14,3,0,7,6,2,5,2,1,9,0.304347826,0.384615384,0.5,0.3629125928878784,3993
2019,"Yusmeiro Petit","OAK",83,308,2.7108,57,10,3,25,25,11,10,0,0,71,0.193877551,0.218241042,0.360544217,0.24002791596546236,4020
2019,"Hector Santiago","2 Tms",33.2,163,6.6832,42,12,0,26,25,8,22,0,0,40,0.3,0.392638036,0.557142857,0.39530121548775515,4026
2019,"Pedro Strop","CHC",41.2,178,4.968,33,9,1,24,23,6,20,1,5,49,0.217105263,0.325842696,0.407894736,0.314187618972218,4070
2019,"Luke Gregerson","STL",5.2,27,7.9411,11,2,0,5,5,0,1,0,0,2,0.423076923,0.444444444,0.5,0.405558826746764,4090
2019,"Derek Holland","2 Tms",84.1,376,6.083,82,14,1,61,57,20,45,2,4,82,0.257861635,0.35501355,0.496855345,0.356359959460734,4141
2019,"Jake Arrieta","PHI",135.2,594,4.6437,149,22,1,76,70,21,51,3,7,110,0.282732447,0.351443123,0.447817836,0.33874282718925347,4153
2019,"David Hernandez","CIN",42.2,198,8.0156,53,13,3,39,38,7,20,3,1,53,0.306358381,0.375634517,0.537572254,0.37382924771800485,4259
2019,"Mark Melancon","2 Tms",67.1,284,3.6089,71,9,1,28,27,4,18,2,2,68,0.269961977,0.320422535,0.357414448,0.2918010491428646,4264
2019,"Matt Albers","MIL",59.2,258,5.1285,53,11,0,34,34,8,29,3,3,57,0.238738738,0.33203125,0.396396396,0.31055947419682983,4300
2019,"Justin Wilson","NYM",39,166,2.5385,33,5,0,12,11,4,19,1,2,44,0.227586206,0.325301204,0.344827586,0.2943986228018096,4301
2019,"Tyler Chatwood","CHC",76.2,324,3.7565,65,10,0,33,32,8,37,0,5,74,0.232142857,0.331269349,0.353571428,0.3024503055371736,4338
2019,"Jeremy Hellickson","WSN",39,183,6.2308,47,10,0,31,27,9,20,1,1,30,0.29375,0.373626373,0.525,0.37462034179360826,4371
2019,"Jordan Zimmermann","DET",112,504,6.9107,145,29,7,89,86,19,25,2,6,82,0.311158798,0.351297405,0.525751072,0.3633151880963771,4505
2019,"Russell Martin","LAD",4,13,0,2,1,0,0,0,0,0,0,0,2,0.153846153,0.153846153,0.23076923,0.16048242037112898,4616
2019,"Charlie Morton","TBR",194.2,790,3.0514,154,33,6,71,66,15,57,0,12,240,0.214783821,0.282636248,0.340306834,0.2704121131256355,4676
2019,"Pat Neshek","PHI",18,79,5,23,1,1,11,10,5,2,0,0,9,0.302631578,0.316455696,0.539473684,0.3511096887950656,4682
2019,"Nate Jones","CHW",10.1,47,3.4839,10,0,0,4,4,2,7,1,1,10,0.256410256,0.382978723,0.41025641,0.3412372456944507,4696
2019,"Felix Hernandez","SEA",71.2,325,6.4046,85,23,1,58,51,17,25,0,6,57,0.29109589,0.358024691,0.551369863,0.3775301961987107,4772
2019,"Matt Shoemaker","TOR",28.2,108,1.5698,16,3,1,7,5,3,9,0,1,24,0.163265306,0.24074074,0.306122448,0.23848100172148812,4776
2019,"Rich Hill","LAD",58.2,242,2.4545,48,7,0,20,16,10,18,2,4,72,0.223255813,0.294117647,0.395348837,0.29148903160782186,4806
2019,"Mike Montgomery","2 Tms",91,402,4.9451,113,23,1,55,50,18,34,1,4,69,0.314763231,0.379396984,0.534818941,0.38242478619894993,4869
2019,"Jon Lester","CHC",171.2,764,4.4563,205,35,5,101,85,26,52,0,5,165,0.293696275,0.34519104,0.46991404,0.3439039087735303,4930
2019,"Fernando Salas","PHI",2.2,15,6.7499,8,1,0,2,2,1,0,0,0,3,0.533333333,0.533333333,0.8,0.5582562605539958,4971
2019,"Cole Hamels","CHC",141.2,617,3.8118,141,28,0,64,60,17,56,1,7,143,0.260147601,0.333878887,0.405904059,0.3172487183672483,4972
2019,"Fernando Abad","SFG",13,49,4.1538,9,0,0,6,6,2,3,0,0,9,0.195652173,0.244897959,0.326086956,0.24565727735052303,4994
2019,"Jake Diekman","2 Tms",62,282,4.6452,49,12,1,34,32,3,39,1,11,84,0.21491228,0.352313167,0.315789473,0.3028114297560283,5003
2019,"Jeurys Familia","NYM",60,274,5.7,62,14,1,39,38,7,42,4,3,63,0.274336283,0.393382352,0.438053097,0.3556425244505726,5114
2019,"Alex Gordon","KCR",2.1,17,19.286,8,0,0,5,5,1,2,0,0,0,0.571428571,0.588235294,0.785714285,0.5533750583143795,5209
2019,"Wade LeBlanc","SEA",121.1,532,5.7115,145,33,2,80,77,28,31,1,1,92,0.291164658,0.333333333,0.534136546,0.3589637869933866,5221
2019,"Blake Parker","2 Tms",61.1,255,4.5489,53,7,0,32,31,13,22,0,3,65,0.234513274,0.308300395,0.438053097,0.3153034995195894,5224
2019,"Wilmer Font","3 Tms",84.1,356,4.4822,78,26,1,42,42,17,29,2,3,95,0.242236024,0.308988764,0.487577639,0.3290865668805979,5257
2019,"Jose Alvarez","PHI",59,255,3.3559,66,10,0,25,22,8,18,4,1,51,0.284482758,0.334645669,0.431034482,0.319229674577713,5358
2019,"Manny Banuelos","CHW",50.2,235,6.9276,60,9,0,39,39,12,33,3,1,44,0.303030303,0.401709401,0.53030303,0.38773656046235716,5365
2019,"Michael Pineda","MIN",146,600,4.0068,141,26,2,68,65,23,28,1,5,140,0.252688172,0.290969899,0.430107526,0.3011713829671518,5372
2019,"Brad Peacock","HOU",91.2,383,4.1236,78,20,2,43,42,15,31,0,5,96,0.226744186,0.29765013,0.427325581,0.3058314973940737,5401
2019,"Pablo Sandoval","SFG",1,3,0,0,0,0,0,0,0,0,0,1,0,0,0.333333333,0,0.23973864316940308,5409
2019,"Pedro Baez","LAD",69.2,276,3.1005,43,8,1,30,24,6,23,1,4,69,0.174089068,0.255474452,0.287449392,0.2392376993165348,5420
2019,"Jesse Chavez","TEX",78,337,4.8462,82,20,2,48,42,12,22,0,5,72,0.267100977,0.324404761,0.462540716,0.3309209987166382,5448
2019,"Austin Romine","NYY",1,7,27,4,1,0,3,3,2,0,0,0,0,0.571428571,0.571428571,1.571428571,0.8521919505936759,5491
2019,"Arodys Vizcaino","ATL",4,17,2.25,3,2,0,1,1,1,3,0,0,6,0.214285714,0.352941176,0.571428571,0.3790439998402315,5498
2019,"Madison Bumgarner","SFG",207.2,844,3.9005,191,41,5,99,90,30,43,3,10,203,0.244871794,0.291169451,0.425641025,0.3000277454267719,5524
2019,"Ryan Brasier","BOS",55.2,241,4.8503,51,10,0,33,30,9,21,1,3,61,0.238317757,0.311203319,0.411214953,0.305889322112004,5615
2019,"Tyler Clippard","CLE",62,241,2.9032,38,11,2,20,20,8,15,0,7,64,0.175925925,0.251046025,0.356481481,0.2599576502165535,5640
2019,"Junior Guerra","MIL",83.2,344,3.5498,58,12,1,35,33,11,36,2,4,77,0.193979933,0.287390029,0.351170568,0.275449577686006,5702
2019,"Hernan Perez","MIL",3,11,3,2,0,0,1,1,1,2,0,0,1,0.222222222,0.363636363,0.555555555,0.38088476116007025,5751
2019,"Danny Salazar","CLE",4,17,4.5,4,1,0,2,2,2,3,0,0,2,0.285714285,0.411764705,0.785714285,0.4727192450972164,5867
2019,"Jesus Sucre","BAL",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5942
2019,"Kelvin Herrera","CHW",51.1,235,6.1364,60,10,1,36,35,8,23,6,1,53,0.288461538,0.358974358,0.461538461,0.3391230995194954,6033
2019,"Ian Kinsler","SDP",1,6,0,1,0,0,0,0,0,2,0,1,0,0.333333333,0.666666666,0.333333333,0.49490203460057575,6195
2019,"Dellin Betances","NYY",0.2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6216
2019,"Trevor Cahill","LAA",102.1,455,5.9805,111,24,4,71,68,25,39,0,6,81,0.273399014,0.342857142,0.536945812,0.363688807959085,6249
2019,"David Phelps","2 Tms",34.1,147,3.4078,31,2,3,14,13,5,17,1,1,36,0.2421875,0.333333333,0.421875,0.3201625739058403,6316
2019,"Ryan Feierabend","TOR",5.2,29,11.1176,11,2,0,7,7,2,1,0,0,4,0.392857142,0.413793103,0.678571428,0.4513774473091652,6336
2019,"Chris Archer","PIT",119.2,526,5.1894,114,18,2,73,69,25,55,2,4,143,0.248908296,0.332692307,0.460698689,0.33380649184168076,6345
2019,"Jake Odorizzi","MIN",159,658,3.5094,139,29,2,65,62,16,53,0,4,178,0.234401349,0.299694189,0.37099494,0.28874650041626865,6397
2019,"Trevor May","MIN",64.1,266,2.9378,43,7,0,24,21,8,26,1,3,79,0.183760683,0.270676691,0.316239316,0.25583755497662525,6398
2019,"Jose Cisnero","DET",35.1,162,4.3302,35,7,2,21,17,5,19,3,3,40,0.257352941,0.35625,0.448529411,0.3359011032019451,6399
2019,"Steve Cishek","CHC",64,267,2.9531,48,6,0,22,21,7,29,1,7,57,0.209606986,0.314606741,0.327510917,0.2844953003682588,6483
2019,"Blaine Hardy","DET",44.1,182,4.4662,38,5,2,24,22,10,13,0,0,29,0.231707317,0.281767955,0.469512195,0.3081342209109944,6499
2019,"Alex Cobb","BAL",12.1,60,10.946,21,5,0,16,15,9,2,0,0,8,0.362068965,0.383333333,0.913793103,0.5167830953995387,6562
2019,"Robert Stock","SDP",10.2,56,10.125,14,3,0,14,12,2,8,0,1,15,0.29787234,0.410714285,0.489361702,0.3856625386646816,6576
2019,"Sean Rodriguez","PHI",1.1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6589
2019,"Brad Brach","2 Tms",54.1,242,5.4663,57,8,3,33,33,4,31,2,1,60,0.27804878,0.369294605,0.404878048,0.331965548473422,6627
2019,"Carlos Carrasco","CLE",80,341,5.2875,92,23,2,48,47,18,16,1,2,96,0.288401253,0.324483775,0.542319749,0.35608450495279753,6632
2019,"Craig Kimbrel","CHC",20.2,96,6.5322,21,5,0,15,15,9,12,0,2,30,0.259259259,0.364583333,0.654320987,0.4098787773400545,6655
2019,"Alex Colome","CHW",61,249,2.8033,42,10,2,28,19,7,23,2,1,55,0.19090909,0.267206477,0.35,0.26129711501452385,6661
2019,"JB Shuck","PIT",1,5,0,1,0,0,0,0,0,1,0,0,0,0.25,0.4,0.25,0.3119803547859192,6677
2019,"Andrew Miller","STL",54.2,236,4.4451,45,2,0,32,27,11,27,1,8,70,0.225,0.33898305,0.4,0.3204129472691962,6785
2019,"Julio Teheran","ATL",174.2,754,3.813,148,33,2,81,74,22,83,3,14,162,0.229457364,0.32797858,0.389147286,0.30954917776648716,6797
2019,"Sam Freeman","LAA",2,11,4.5,3,0,0,1,1,1,2,0,0,0,0.333333333,0.454545454,0.666666666,0.4599399675022472,6832
2019,"Eduardo Nunez","BOS",1,4,9,1,0,0,1,1,1,0,0,0,0,0.25,0.25,1,0.48488402366638184,6848
2019,"Ian Desmond","COL",1,4,0,1,1,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.3041660487651825,6885
2019,"Johnny Cueto","SFG",16,67,5.0625,11,3,1,9,9,3,9,0,0,13,0.196428571,0.307692307,0.446428571,0.31828762934758115,6893
2019,"Chase Anderson","MIL",139,592,4.2086,126,29,6,67,65,23,50,2,8,124,0.239543726,0.313993174,0.448669201,0.3203558944267769,6895
2019,"Martin Perez","MIN",165.1,737,5.1169,184,36,0,104,94,23,67,1,3,135,0.279210925,0.346049046,0.438543247,0.3340071418600876,6902
2019,"Joakim Soria","OAK",69,278,4.3043,51,6,1,33,33,9,20,1,3,79,0.202380952,0.267148014,0.341269841,0.26084899729576666,6941
2019,"Luis Garcia","LAA",62,278,4.3548,61,5,0,35,30,13,33,1,5,57,0.257383966,0.357400722,0.443037974,0.34194169053132983,6984
2019,"Ian Kennedy","KCR",63.1,266,3.4105,64,7,0,24,24,6,17,1,1,73,0.261224489,0.311787072,0.363265306,0.291098338502054,6986
2019,"Ryan Pressly","HOU",54.1,211,2.319,37,6,0,15,14,6,12,0,0,72,0.187817258,0.233333333,0.30964467,0.23314722634497143,7005
2019,"Caleb Joseph","ARI",1.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7087
2019,"Pat Venditte","SFG",3.1,19,16.2002,4,0,0,6,6,1,2,0,3,2,0.285714285,0.47368421,0.5,0.425610247411226,7108
2019,"Daniel Hudson","2 Tms",73,304,2.4658,56,17,0,25,20,8,27,2,4,71,0.209737827,0.287128712,0.36329588,0.2767163845787809,7146
2019,"Jonny Venters","2 Tms",8,49,12.375,12,1,0,16,11,3,10,1,2,12,0.324324324,0.489795918,0.594594594,0.45090027153491974,7175
2019,"Greg Holland","ARI",35.2,152,4.5421,25,6,0,18,18,5,24,2,0,41,0.198412698,0.322368421,0.365079365,0.2957243100802104,7196
2019,"Craig Stammen","SDP",82,339,3.2927,80,17,1,36,30,13,15,2,2,73,0.250783699,0.286135693,0.43260188,0.29806911750787796,7274
2019,"Dan Otero","CLE",29.2,131,4.8539,42,7,0,17,16,6,3,0,1,16,0.330708661,0.351145038,0.527559055,0.36765325342425864,7385
2019,"Javy Guerra","2 Tms",67.2,287,4.6552,67,13,2,36,35,10,17,3,1,57,0.250936329,0.297202797,0.426966292,0.3009783414985603,7407
2019,"J.A. Happ","NYY",161.1,678,4.9091,160,27,1,88,88,34,49,1,5,140,0.257648953,0.316100443,0.468599033,0.32880902986907395,7410
2019,"Austin Adams","2 Tms",16.2,80,7.02,18,5,0,13,13,4,13,1,0,14,0.272727272,0.3875,0.53030303,0.3791324662256844,7411
2019,"Jay Jackson","MIL",30.1,132,4.4506,22,4,0,15,15,6,18,1,2,47,0.201834862,0.320610687,0.403669724,0.3085584539633531,7432
2019,"Ben Zobrist","CHC",1,5,0,0,0,0,0,0,0,2,0,0,1,0,0.4,0,0.27611780166625977,7435
2019,"Wade Davis","COL",42.2,206,8.6484,51,9,1,42,41,7,29,0,2,42,0.291428571,0.398058252,0.474285714,0.3741716771449858,7441
2019,"Gio Gonzalez","MIL",87.1,366,3.5038,76,14,6,36,34,9,37,0,0,78,0.233846153,0.312154696,0.396923076,0.3040763935002174,7448
2019,"Anthony Swarzak","2 Tms",53.1,234,4.5562,52,4,1,30,27,12,27,3,0,52,0.251207729,0.337606837,0.45410628,0.33191960121130015,7466
2019,"Alex Avila","ARI",2,8,4.5,2,0,0,1,1,0,1,0,0,1,0.285714285,0.375,0.285714285,0.3036886304616928,7476
2019,"Collin McHugh","HOU",74.2,317,4.7009,62,19,2,41,39,12,30,0,3,82,0.221428571,0.300632911,0.432142857,0.3086524601978592,7531
2019,"Jake McGee","COL",41.1,180,4.3548,47,8,2,25,20,11,11,1,3,35,0.288343558,0.338888888,0.564417177,0.3675789010591347,7550
2019,"Nick Vincent","2 Tms",44.2,194,4.4328,47,8,1,23,22,8,12,3,4,47,0.267045454,0.324742268,0.460227272,0.324378796272877,7555
2019,"Jordan Lyles","2 Tms",141,599,4.1489,131,28,5,72,65,25,55,2,1,146,0.243494423,0.31323283,0.453531598,0.32098526433736335,7593
2019,"Tommy Milone","SEA",111.2,453,4.7552,102,29,1,61,59,24,23,2,2,94,0.241134751,0.2803532,0.484633569,0.3127204185050237,7608
2019,"Mark Reynolds","COL",1,7,18,2,0,0,2,2,0,1,0,1,0,0.4,0.571428571,0.4,0.44981785331453594,7619
2019,"Carlos Torres","DET",6,29,7.5,9,1,0,5,5,2,1,0,1,8,0.333333333,0.379310344,0.592592592,0.40423760126376973,7624
2019,"Neil Ramirez","2 Tms",25,112,5.4,26,6,0,16,15,7,15,0,0,24,0.27368421,0.366071428,0.557894736,0.3797861598432064,7677
2019,"Juan Nicasio","PHI",47.1,217,4.7535,57,13,1,27,25,4,21,5,2,45,0.298429319,0.37037037,0.439790575,0.3388702454160175,7731
2019,"Wily Peralta","KCR",40.1,176,5.8017,45,8,0,28,26,7,19,1,2,24,0.296052631,0.377142857,0.486842105,0.36357481178196,7738
2019,"Mike Fiers","OAK",184.2,754,3.8989,166,19,2,82,80,30,53,0,9,126,0.243045387,0.304,0.408491947,0.3032321619987488,7754
2019,"Shawn Kelley","TEX",47.1,205,4.9437,55,11,1,27,26,12,11,2,2,43,0.291005291,0.334975369,0.55026455,0.36216747493886237,7773
2019,"Richard Bleier","BAL",55.1,235,5.3675,65,19,1,34,33,6,8,2,4,30,0.295454545,0.329059829,0.472727272,0.3328283015510132,7803
2019,"Hunter Strickland","2 Tms",24.1,105,5.548,22,6,0,15,15,6,8,0,3,18,0.236559139,0.314285714,0.494623655,0.33631693578901745,7836
2019,"Jerry Blevins","ATL",32.1,141,3.8969,25,6,0,15,14,5,16,2,2,37,0.20661157,0.304964539,0.380165289,0.2897462038685092,7841
2019,"Tyson Ross","DET",35.1,162,6.1132,41,6,1,28,24,7,18,0,1,25,0.288732394,0.37037037,0.492957746,0.3643806576728821,7872
2019,"Cory Gearrin","2 Tms",55.1,241,4.0663,55,7,2,25,25,5,25,1,4,47,0.260663507,0.348547717,0.383886255,0.3182091273367405,7947
2019,"Anthony Bass","SEA",48,189,3.5625,30,4,1,20,19,5,17,2,1,43,0.178571428,0.256684491,0.303571428,0.2408601706092422,7982
2019,"Marcus Walden","BOS",78,327,3.8077,61,17,1,38,33,6,32,1,5,76,0.212543554,0.300613496,0.341463414,0.2800621586579543,8004
2019,"Jason Vargas","2 Tms",149.2,649,4.51,141,34,1,84,75,21,63,2,6,124,0.249116607,0.32659409,0.424028268,0.3181992734836156,8044
2019,"Will Smith","SFG",65.1,257,2.7551,46,4,2,20,20,10,21,2,0,96,0.19574468,0.260700389,0.357446808,0.26087789114783794,8048
2019,"Dan Jennings","WSN",4.2,32,13.4999,8,0,0,8,7,1,7,2,1,9,0.333333333,0.5,0.458333333,0.406582514444987,8073
2019,"Bryan Shaw","COL",72,311,5.375,69,15,4,44,43,12,29,1,5,58,0.25090909,0.332258064,0.465454545,0.33530698952937205,8110
2019,"Steven Wright","BOS",6.1,33,8.5264,11,1,0,6,6,3,4,0,1,5,0.407407407,0.484848484,0.777777777,0.5031187064719923,8185
2019,"Brett Anderson","OAK",176,743,3.8864,181,33,2,80,76,20,49,2,4,90,0.265395894,0.316644113,0.407624633,0.3078560279214722,8223
2019,"David Robertson","PHI",6.2,33,5.4,8,1,0,4,4,1,6,0,0,6,0.296296296,0.424242424,0.444444444,0.37926093737284344,8241
2019,"Tony Sipp","WSN",21,92,4.7143,19,4,0,12,11,1,9,0,1,18,0.240506329,0.315217391,0.329113924,0.2816582730282908,8280
2019,"JC Ramirez","LAA",8,34,4.5,8,4,1,4,4,1,1,0,1,4,0.25,0.294117647,0.53125,0.3377627432346344,8302
2019,"Homer Bailey","2 Tms",163.1,696,4.5735,162,24,3,84,83,21,53,1,4,149,0.256329113,0.315561959,0.403481012,0.30652907882073915,8362
2019,"Daniel Descalso","CHC",1,5,18,2,1,0,2,2,1,0,0,0,0,0.4,0.4,1.2,0.6312400579452515,8392
2019,"Deolis Guerra","MIL",0.2,6,53.9973,4,0,0,4,4,1,0,0,0,0,0.8,0.666666666,1.4,0.7580596506595612,8410
2019,"Ehire Adrianza","MIN",1,8,27,5,2,1,3,3,0,0,0,0,1,0.625,0.625,1.125,0.7126947939395905,8418
2019,"Buddy Boshers","TOR",20,91,4.05,20,5,0,10,9,3,10,0,1,26,0.253164556,0.344444444,0.430379746,0.33288197186258106,8490
2019,"Gerardo Parra","WSN",0,5,45,1,0,0,5,5,0,4,0,0,0,1,1,1,0.7261570572853089,8553
2019,"Justin Miller","WSN",15.2,65,4.0213,16,0,0,8,7,5,4,0,2,11,0.275862068,0.34375,0.534482758,0.36660891119390726,8580
2019,"Tim Federowicz","TEX",1,6,9,3,0,0,1,1,1,0,0,0,0,0.5,0.5,1,0.6131251056989034,8609
2019,"Kendrys Morales","OAK",1,7,9,1,0,0,1,1,0,2,0,1,0,0.333333333,0.571428571,0.333333333,0.42420174394335064,8610
2019,"Justin Verlander","HOU",223,847,2.583,137,28,7,66,64,36,42,0,6,300,0.172110552,0.218676122,0.360552763,0.24266518839143975,8700
2019,"Tanner Roark","2 Tms",165.1,722,4.3548,180,36,3,84,80,28,51,1,13,158,0.27480916,0.338418862,0.467175572,0.3400335023800532,8753
2019,"Wade Miley","HOU",167.1,720,3.9801,164,25,2,83,74,23,61,0,5,140,0.253869969,0.320781032,0.405572755,0.3109110725973441,8779
